,id_left,text_left,id_right,text_right,label
18261,Q2699,what is the main primary bronchus,D2518-1,"It is wider, shorter, and more vertical in direction than the left .",0.0
18262,Q2699,what is the main primary bronchus,D2518-2,"It is about 2.5 cm long, and enters the right lung nearly opposite the fifth thoracic vertebra .",0.0
18263,Q2699,what is the main primary bronchus,D2518-3,The azygos vein arches over it from behind; and the right pulmonary artery lies at first below and then in front of it.,0.0
18264,Q2699,what is the main primary bronchus,D2518-4,About 2 cm from its commencement it gives off a branch to the upper lobe of the right lung.,0.0
18265,Q2699,what is the main primary bronchus,D2518-5,"This is termed the eparterial branch of the bronchus, because it arises above the right pulmonary artery .",0.0
18266,Q2699,what is the main primary bronchus,D2518-6,"The bronchus now passes below the artery, and is known as the hyparterial branch; it divides into two branches for the middle and lower lobes.",0.0
18267,Q2699,what is the main primary bronchus,D2518-7,"If a foreign body in the airway passes through the trachea, it will most likely enter the right main bronchus instead of the left, due to the straighter alignment of the right bronchus to the trachea.",0.0
18268,Q2700,what is squash the sport,D2519-0,"Squash is a racquet sport played by two (singles) or four players (doubles) in a four-walled court with a small, hollow rubber ball.",1.0
18269,Q2700,what is squash the sport,D2519-1,The players must alternate in striking the ball with their racquet and hit the ball onto the playable surfaces of the four walls of the court.,0.0
18270,Q2700,what is squash the sport,D2519-2,"The game was formerly called squash racquets, a reference to the ""squashable"" soft ball used in the game (compared with the fatter ball used in its parent game racquets or rackets).",0.0
18271,Q2700,what is squash the sport,D2519-3,Squash is recognized by the IOC and supporters are lobbying for its incorporation in a future Olympic program.,0.0
18272,Q2700,what is squash the sport,D2519-4,"In 2003, Forbes rated squash as the number one healthiest sport to play.",0.0
18273,Q2701,what is fuel oil used for,D2520-0,Residual oil is oil found in low concentrations naturally or in exhausted oil fields.,0.0
18274,Q2701,what is fuel oil used for,D2520-1,"Often mixed with water, it cannot be recovered by conventional techniques.",0.0
18275,Q2701,what is fuel oil used for,D2520-2,"However, it can be recovered using carbon dioxide-enhanced oil recovery (CO2 EOR) which involves injecting carbon dioxide into the well reducing viscosity and enhancing flow of the oil.",0.0
18276,Q2701,what is fuel oil used for,D2520-3,"The technique is not new but has not been used extensively on residual oil zones, low-grade deposits of petroleum such as the 38 square miles in the Permian Basin of Texas leased by Elliott Roosevelt Jr.",0.0
18277,Q2701,what is fuel oil used for,D2520-4,The technique is limited by availability of carbon dioxide.,0.0
18278,Q2701,what is fuel oil used for,D2520-5,It does not result in sequestration of the carbon dioxide but the gas is recycled as much as possible.,0.0
18279,Q2701,what is fuel oil used for,D2520-6,United States reserves of residual oil are estimated to be 100 billion barrels.,0.0
18280,Q2703,when was the great fire in chicago,D2521-0,"Artist's rendering of the fire, by John R. Chapin , originally printed in Harper's Weekly ; the view faces northeast across the Randolph Street Bridge.",0.0
18281,Q2703,when was the great fire in chicago,D2521-1,"The Great Chicago Fire was a conflagration that burned from Sunday, October 8, to early Tuesday, October 10, 1871, killing hundreds and destroying about in Chicago , Illinois .",1.0
18282,Q2703,when was the great fire in chicago,D2521-2,"Though the fire was one of the largest U.S. disasters of the 19th century, the rebuilding that began helped develop Chicago as one of the most populous and economically important American cities.",0.0
18283,Q2705,where is henry viii buried,D607-0,Henry VIII (28 June 1491 – 28 January 1547) was king of England from 21 April 1509 until his death.,0.0
18284,Q2705,where is henry viii buried,D607-1,"He was lord , and later king , of Ireland, as well as continuing the nominal claim by the English monarchs to the Kingdom of France.",0.0
18285,Q2705,where is henry viii buried,D607-2,"Henry was the second monarch of the Tudor dynasty , succeeding his father, Henry VII .",0.0
18286,Q2705,where is henry viii buried,D607-3,"Besides his six marriages, Henry VIII is known for his role in the separation of the Church of England from the Roman Catholic Church.",0.0
18287,Q2705,where is henry viii buried,D607-4,"Henry's struggles with Rome led to the separation of the Church of England from papal authority, the Dissolution of the Monasteries , and his own establishment as the Supreme Head of the Church of England .",0.0
18288,Q2705,where is henry viii buried,D607-5,"Yet he remained a believer in core Catholic theological teachings, even after his excommunication from the Roman Catholic Church.",0.0
18289,Q2705,where is henry viii buried,D607-6,Henry oversaw the legal union of England and Wales with the Laws in Wales Acts 1535 and 1542 .,0.0
18290,Q2705,where is henry viii buried,D607-7,"In 1513, the new king allied with the Holy Roman Emperor, Maximillian I , and invaded France in 1513 with a large, well-equipped army, but achieved little at a considerable financial cost.",0.0
18291,Q2705,where is henry viii buried,D607-8,"Maximillian, for his part, used the English invasion to his own ends, and this prejudiced England's ability to defeat the French.",0.0
18292,Q2705,where is henry viii buried,D607-9,"This foray would prove the start of an obsession for Henry, who invaded again in 1544.",0.0
18293,Q2705,where is henry viii buried,D607-10,"This time, Henry's forces captured the important city of Boulogne , but again the Holy Roman Emperor, Charles V , supported Henry only as long as he needed to and England, strained by the enormous cost of the war, ransomed the city back for peace.",0.0
18294,Q2705,where is henry viii buried,D607-11,"His contemporaries considered Henry in his prime to be an attractive, educated and accomplished king, and he has been described as ""one of the most charismatic rulers to sit on the English throne"".",0.0
18295,Q2705,where is henry viii buried,D607-12,"Besides ruling with absolute power, he also engaged himself as an author and composer.",0.0
18296,Q2705,where is henry viii buried,D607-13,His desire to provide England with a male heir – which stemmed partly from personal vanity and partly because he believed a daughter would be unable to consolidate the Tudor dynasty and the fragile peace that existed following the Wars of the Roses – led to the two things for which Henry is most remembered: his six marriages and the English Reformation .,0.0
18297,Q2705,where is henry viii buried,D607-14,"Henry became morbidly obese and his health suffered, contributing to his death in 1547.",0.0
18298,Q2705,where is henry viii buried,D607-15,"He is frequently characterised in his later life as a lustful, egotistical, harsh, and insecure king.",0.0
18299,Q2706,what was the ratings of the final episode La Reina Del Sur,D2523-0,"La Reina del Sur (The Queen of the South) is a Spanish-language telenovela produced by the United States television network Telemundo , in conjunction with the Antena 3 network and RTI Producciones .",0.0
18300,Q2706,what was the ratings of the final episode La Reina Del Sur,D2523-1,"Based on a novel of the same name by Spanish author Arturo Pérez-Reverte , the drama depicts the rise of Teresa Mendoza ( Kate del Castillo ), a young woman from Mexico who becomes the most powerful drug trafficker in southern Spain .",0.0
18301,Q2706,what was the ratings of the final episode La Reina Del Sur,D2523-2,"Patricio Wills , the president of Telemundo Television Studios , was the executive producer.",0.0
